"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"381","Simply put, Jason Tatum &gt;&gt;&gt; LeBron + AD + Westbrook... something is def wrong with you guys 
@Lakers @KingJames @AntDavis23 @russwest44",FALSE,0,NA,2021-11-20 03:08:55,FALSE,NA,"1461894295942750216",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bammo_kun",0,FALSE,FALSE,NA,NA
"382","@russwest44 you’re so trash",FALSE,0,"russwest44",2021-11-20 03:08:51,FALSE,NA,"1461894281266819075","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JuvanieMaximo",0,FALSE,FALSE,NA,NA
"383","Quanto schifo mi fai @russwest44",FALSE,0,NA,2021-11-20 03:08:31,FALSE,NA,"1461894195564662792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HeelGianz",0,FALSE,FALSE,NA,NA
"384","@Dtay820 @russwest44 😂😂😂",FALSE,0,"Dtay820",2021-11-20 03:08:10,FALSE,"1461880493750820868","1461894108000227332","112085312","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kno_nuffin",0,FALSE,FALSE,NA,NA
"385","@FanMahome @coolflexmonte @denzelvanlab @DanThaM03301797 @statmuse @russwest44 @Lakers Now catch this block weirdo.… https://t.co/H0pEzZhXLA",FALSE,0,"FanMahome",2021-11-20 03:07:58,TRUE,"1461893350227906574","1461894055575662598","1371910941596614659","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OOO1287",0,FALSE,FALSE,NA,NA
"386","@OOO1287 @coolflexmonte @denzelvanlab @DanThaM03301797 @statmuse @russwest44 @Lakers Ur a Russ Stan so u don’t like… https://t.co/3cmC1A5RCW",FALSE,0,"OOO1287",2021-11-20 03:07:50,TRUE,"1461893727518085127","1461894021899563010","1351651496526372866","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FanMahome",0,FALSE,FALSE,NA,NA
"387","@LosLakers y si intercambian a @russwest44  ya..!?",FALSE,0,"LosLakers",2021-11-20 03:07:49,FALSE,NA,"1461894017248116736","2377724724","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","toniitowint3r",0,FALSE,FALSE,NA,NA
"388","No sabía que mi mero machín @russwest44 ya jugaba con Lakers. E-qui-pa-zo que traen, se ve que hay varo",FALSE,0,NA,2021-11-20 03:07:28,FALSE,NA,"1461893929050284033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AArellanoAA",0,FALSE,FALSE,NA,NA
"389","Fuck @KingJames
Fuck @AntDavis23
Fuck @russwest44
Fuck @RajonRondo
Fuck @carmeloanthony
Fuck @DwightHoward
Fuck… https://t.co/vQiGMPlyA6",FALSE,0,NA,2021-11-20 03:07:26,TRUE,NA,"1461893924419633157",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dezzurtking",0,FALSE,FALSE,NA,NA
"390","@LakersLead @Lakers @russwest44 @94feetofgame @OldTakesExposed",FALSE,0,"LakersLead",2021-11-20 03:07:01,FALSE,"1461834038524657667","1461893818811355141","1370801498","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nba_throwback",0,FALSE,FALSE,NA,NA
"391","@russwest44 any chance you don’t turn the ball over and learn what your game is all about? Smh…",FALSE,0,"russwest44",2021-11-20 03:06:53,FALSE,NA,"1461893782710849545","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","creighzynate",0,FALSE,FALSE,NA,NA
"392","🧐🧐🧐 you really ass???? @russwest44 🤣🤣🤣🤣",FALSE,1,NA,2021-11-20 03:06:40,FALSE,NA,"1461893730345099268",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Franchise330",0,FALSE,FALSE,NA,NA
"393","@FanMahome @coolflexmonte @denzelvanlab @DanThaM03301797 @statmuse @russwest44 @Lakers You have not watched all the… https://t.co/aNQ8Fncs4u",FALSE,0,"FanMahome",2021-11-20 03:06:39,TRUE,"1461893350227906574","1461893727518085127","1371910941596614659","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OOO1287",0,FALSE,FALSE,NA,NA
"394","I ALSO LOVE RUSSELL BEASTBROOK @russwest44 U THE BEST HIGHLIGHT REEL EVER!!!!",FALSE,0,NA,2021-11-20 03:06:38,FALSE,NA,"1461893722782711810",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","basedchrispaul3",0,FALSE,FALSE,NA,NA
"395","@WilliamBabbel @kirkgoldsberry @StephenCurry30 @DeMar_DeRozan @CP3 @Yg_Trece @raf_tyler @GraysonJAllen @russwest44… https://t.co/RxYob6vlUX",FALSE,0,"MaximYang07",2021-11-20 03:06:17,TRUE,"1461893299879485442","1461893632110301185","2287468879","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaximYang07",0,FALSE,FALSE,NA,NA
"396","@FredVogel @russwest44 https://t.co/QwqVu6RImp",FALSE,0,"fredvogel",2021-11-20 03:05:54,FALSE,NA,"1461893538883461127","798081460620161024","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_heezus",0,FALSE,FALSE,NA,NA
"397","@OOO1287 @coolflexmonte @denzelvanlab @DanThaM03301797 @statmuse @russwest44 @Lakers I’ve watched all their games,… https://t.co/XZumbbjVW3",FALSE,0,"OOO1287",2021-11-20 03:05:10,TRUE,"1461892889412259842","1461893350227906574","1351651496526372866","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FanMahome",0,FALSE,FALSE,NA,NA
"398","@ShannonSharpe must be in pain watching his ""🐐"" team getting ran over. @russwest44 will be the end of you!
Melatonin will help you sleep! 💊",FALSE,0,"ShannonSharpe",2021-11-20 03:05:05,FALSE,NA,"1461893330749513729","371539066","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mendezocasio",0,FALSE,FALSE,NA,NA
"399","@WilliamBabbel @kirkgoldsberry @StephenCurry30 @DeMar_DeRozan @CP3 @Yg_Trece @raf_tyler @GraysonJAllen @russwest44… https://t.co/pIhjvDzlIO",FALSE,0,"MaximYang07",2021-11-20 03:04:58,TRUE,"1461892909532434433","1461893299879485442","2287468879","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaximYang07",0,FALSE,FALSE,NA,NA
"400","@KingJames @AntDavis23 @russwest44 

Idc, you guys can lose other games. But this one was important fuckers. Get yo… https://t.co/dDpp6glfPn",FALSE,0,"KingJames",2021-11-20 03:03:43,TRUE,NA,"1461892989156933634","23083404","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nogueyhozei",0,FALSE,FALSE,NA,NA
"401","@WilliamBabbel @kirkgoldsberry @StephenCurry30 @DeMar_DeRozan @CP3 @Yg_Trece @raf_tyler @GraysonJAllen @russwest44… https://t.co/0xXMFvcZsj",FALSE,0,"WilliamBabbel",2021-11-20 03:03:24,TRUE,"1461891120552579078","1461892909532434433","1138605438432206848","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaximYang07",0,FALSE,FALSE,NA,NA
"402","@FanMahome @coolflexmonte @denzelvanlab @DanThaM03301797 @statmuse @russwest44 @Lakers This is definitely the first… https://t.co/TiRT04ldoF",FALSE,0,"FanMahome",2021-11-20 03:03:20,TRUE,"1461892553545064453","1461892889412259842","1371910941596614659","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OOO1287",0,FALSE,FALSE,NA,NA
"403","This isn't the Showtime @Lakers that we are used to this is the Lost Angeles Lakers right now. @AntDavis23… https://t.co/gCEW4uUD9j",FALSE,0,NA,2021-11-20 03:02:47,TRUE,NA,"1461892751306285066",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoshNolasco8",0,FALSE,FALSE,NA,NA
"404","@russwest44 retire please. My eyes are hurting",FALSE,1,"russwest44",2021-11-20 03:02:35,FALSE,NA,"1461892700089761794","35982046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RalfsGoated",0,FALSE,FALSE,NA,NA
"405","Still not time to panic for the Lakers? Y’all still think @russwest44 is great?🤣🤣🤣🤣🤣🤣🤣🤣🤣",FALSE,1,NA,2021-11-20 03:02:31,FALSE,NA,"1461892684864438272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","allball1977",1,FALSE,FALSE,NA,NA
"406","@russwest44 FORRO.",FALSE,0,"russwest44",2021-11-20 03:02:20,FALSE,NA,"1461892641272918025","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MicaelChiappini",0,FALSE,FALSE,NA,NA
"407","I hope Cancun treats you right @KingJames @russwest44",FALSE,0,NA,2021-11-20 03:02:04,FALSE,NA,"1461892572830339077",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hectoranthonyy",0,FALSE,FALSE,NA,NA
"408","@OOO1287 @coolflexmonte @denzelvanlab @DanThaM03301797 @statmuse @russwest44 @Lakers I ain’t no Russ hater dawg but… https://t.co/Zu1lB8s5BM",FALSE,0,"OOO1287",2021-11-20 03:02:00,TRUE,"1461892095317352451","1461892553545064453","1351651496526372866","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FanMahome",0,FALSE,FALSE,NA,NA
"409","@russwest44 🧁",FALSE,0,"russwest44",2021-11-20 03:01:53,FALSE,NA,"1461892525707431946","35982046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jotapezudo",0,FALSE,FALSE,NA,NA
"410","@kirkgoldsberry @StephenCurry30 @DeMar_DeRozan @CP3 @Yg_Trece @raf_tyler @GraysonJAllen @russwest44 @espn 6MOTY https://t.co/ynQO5Npw6D",FALSE,0,"kirkgoldsberry",2021-11-20 03:01:52,FALSE,"1461739922747015179","1461892521684922368","50756605","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","305heatbuckets",0,FALSE,FALSE,NA,NA
"411","Lakers need to trade @russwest44 - this just isn't working",FALSE,1,NA,2021-11-20 03:00:29,FALSE,NA,"1461892172827955203",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jared_liuklein",0,FALSE,FALSE,NA,NA
"412","@FanMahome @coolflexmonte @denzelvanlab @DanThaM03301797 @statmuse @russwest44 @Lakers I feel bad for you Russ hate… https://t.co/5ndsgGTSLM",FALSE,0,"FanMahome",2021-11-20 03:00:10,TRUE,"1461891836734230530","1461892095317352451","1371910941596614659","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OOO1287",0,FALSE,FALSE,NA,NA
"413","@russwest44 You need to pray with your team mates 🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽",FALSE,0,"russwest44",2021-11-20 03:00:10,FALSE,NA,"1461892093761052676","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","qnbe36",0,FALSE,FALSE,NA,NA
"414","When Is @KingJames going to realize that they have to get rid of @russwest44 and #FrankVoguel ??? This is Just Horr… https://t.co/yWGodbhJsp",FALSE,1,NA,2021-11-20 03:00:10,TRUE,NA,"1461892092737867780",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RiLy456",1,FALSE,FALSE,NA,NA
"415","@JayKlutchh @OOO1287 @denzelvanlab @DanThaM03301797 @statmuse @russwest44 @Lakers Just cooked your guy",FALSE,1,"JayKlutchh",2021-11-20 02:59:50,FALSE,"1460032321223016450","1461892010848268293","1150899828379082753","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FanMahome",0,FALSE,FALSE,NA,NA
"416","@HollywoodBrodie @russwest44 Keud i told u leegorills holding",FALSE,0,"HollywoodBrodie",2021-11-20 02:59:45,FALSE,"1461871009376604166","1461891989637459972","1372426123888357376","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GoshteGow",0,FALSE,FALSE,NA,NA
"417","@OOO1287 @coolflexmonte @denzelvanlab @DanThaM03301797 @statmuse @russwest44 @Lakers Russ getting payed 44m to do n… https://t.co/11bXDWLH93",FALSE,2,"OOO1287",2021-11-20 02:59:09,TRUE,"1461891570932850690","1461891836734230530","1351651496526372866","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FanMahome",0,FALSE,FALSE,NA,NA
"418","you're embarrassing @Lakers @KingJames @russwest44 @AntDavis23",FALSE,1,NA,2021-11-20 02:59:02,FALSE,NA,"1461891810368929794",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClayHayter_",0,FALSE,FALSE,NA,NA
"419","@K3lly_04 @Lakers @russwest44 Wasn’t Russ fault it’s the defense",FALSE,0,"K3lly_04",2021-11-20 02:58:54,FALSE,"1461891616306868227","1461891776508092418","1167902339732316160","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhyNotBr0die2",0,FALSE,FALSE,NA,NA
"420","Hi @russwest44 pwede kana mamahinga sainyo 🥲 wag kana mag basketball tang ina mo ka patalo 🥲",FALSE,2,NA,2021-11-20 02:58:21,FALSE,NA,"1461891636745498628",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rjh3019",0,FALSE,FALSE,NA,NA
"421","@Lakers ordered the wrong @russwest44 https://t.co/gGir1GQ5eq",FALSE,0,"Lakers",2021-11-20 02:58:16,FALSE,NA,"1461891616306868227","20346956","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","K3lly_04",0,FALSE,FALSE,NA,NA
"422","@russwest44 DEJA EL DEPORTE",FALSE,0,"russwest44",2021-11-20 02:58:14,FALSE,NA,"1461891607217815563","35982046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hugo_Andresca",0,FALSE,FALSE,NA,NA
"423","@FanMahome @coolflexmonte @denzelvanlab @DanThaM03301797 @statmuse @russwest44 @Lakers The defense doing nothing bu… https://t.co/JHzs3zZYxR",FALSE,0,"FanMahome",2021-11-20 02:58:05,TRUE,"1461891409632534531","1461891570932850690","1371910941596614659","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OOO1287",0,FALSE,FALSE,NA,NA
"424","@russwest44 you gotta go bruh",FALSE,0,"russwest44",2021-11-20 02:58:05,FALSE,NA,"1461891568919482369","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mmasalkovski",0,FALSE,FALSE,NA,NA
"425","@russwest44 are you self aware of all the stupid shit you do every game? Do you watch game tape after the games, or… https://t.co/h6d4j4G8Kh",FALSE,0,"russwest44",2021-11-20 02:58:04,TRUE,NA,"1461891566709080068","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MIKEnIKES24",0,FALSE,FALSE,NA,NA
"426","Homecoming over wit @russwest44",FALSE,0,NA,2021-11-20 02:57:57,FALSE,NA,"1461891534928834565",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sticcmonsta",0,FALSE,FALSE,NA,NA
"427","@russwest44 you really wasting a year for LeBron",FALSE,0,"russwest44",2021-11-20 02:57:56,FALSE,NA,"1461891532709982208","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dtpacman",0,FALSE,FALSE,NA,NA
"428","Refs just sucking on the whistle #lakersvsceltics and @russwest44 I mean Russell Westbrick playing terrible 🤦🏽‍♂️… https://t.co/HFr37hPRsA",FALSE,0,NA,2021-11-20 02:57:36,TRUE,NA,"1461891447570022406",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Johnny_Mac91",0,FALSE,FALSE,NA,NA
"429","@coolflexmonte @OOO1287 @denzelvanlab @DanThaM03301797 @statmuse @russwest44 @Lakers Russ just cost y’all dis Boston game",FALSE,1,"coolflexmonte",2021-11-20 02:57:27,FALSE,"1460053135708364801","1461891409632534531","853068926275727360","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FanMahome",0,FALSE,FALSE,NA,NA
"430","RT @FTWitachi: Back at it again with @Lakers post game post. @russwest44 is still pure trash again save $43mil and sign me I can do his job…",FALSE,0,NA,2021-11-20 02:56:51,FALSE,NA,"1461891259404980227",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FTWitachi",1,TRUE,FALSE,NA,NA
"431","Back at it again with @Lakers post game post. @russwest44 is still pure trash again save $43mil and sign me I can d… https://t.co/rqNY93Fe4r",FALSE,1,NA,2021-11-20 02:56:47,TRUE,NA,"1461891243596660740",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FTWitachi",1,FALSE,FALSE,NA,NA
"432","@LakersNation Westbrook @russwest44 needs to stop worrying bout what to wear to the game and focus more on his play.. smh",FALSE,0,"LakersNation",2021-11-20 02:56:45,FALSE,"1461890481676193802","1461891235249983489","14498713","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jermswrld",0,FALSE,FALSE,NA,NA
"433","@russwest44 U can't shoot, can't pass.. Your the turnover king by far you are the worst pg in the league and u make… https://t.co/FFI0DLDSNn",FALSE,0,"russwest44",2021-11-20 02:56:45,TRUE,NA,"1461891233987579906","35982046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Trenton65495149",0,FALSE,FALSE,NA,NA
"434","#LALvsBOS when you watch a game like this you have to make that something's fishy face. @russwest44 standing? on an… https://t.co/zt1aJrktk9",FALSE,0,NA,2021-11-20 02:56:43,TRUE,NA,"1461891225628327945",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mpp09a",0,FALSE,FALSE,NA,NA
"435","@MaximYang07 @kirkgoldsberry @StephenCurry30 @DeMar_DeRozan @CP3 @Yg_Trece @raf_tyler @GraysonJAllen @russwest44… https://t.co/povG4MxYyt",FALSE,0,"MaximYang07",2021-11-20 02:56:18,TRUE,"1461888541617762310","1461891120552579078","2287468879","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WilliamBabbel",0,FALSE,FALSE,NA,NA
"436","RT @LakersLoverKobe: Do y’all niggas even care @Lakers @KingJames @russwest44 @AntDavis23 🙄🙄🙄",FALSE,0,NA,2021-11-20 02:56:13,FALSE,NA,"1461891099320930305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Starbright007",1,TRUE,FALSE,NA,NA
"437","Hey @russwest44 what the hell are you doing??!!!?? We're fucking tired of you! Work your ass off! Is the @Lakers wr… https://t.co/233NMknqOv",FALSE,1,NA,2021-11-20 02:56:06,TRUE,NA,"1461891068853587972",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AriesGirl1723",0,FALSE,FALSE,NA,NA
"438","@Lakers need to get rid of the cancer, @russwest44.",FALSE,0,"Lakers",2021-11-20 02:55:54,FALSE,NA,"1461891020975706119","20346956","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aaanzures",0,FALSE,FALSE,NA,NA
"439","Do y’all niggas even care @Lakers @KingJames @russwest44 @AntDavis23 🙄🙄🙄",FALSE,0,NA,2021-11-20 02:55:51,FALSE,NA,"1461891009718202376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LakersLoverKobe",1,FALSE,FALSE,NA,NA
"440","@Mr_talented17 @russwest44 This team so ass man",FALSE,1,"Mr_talented17",2021-11-20 02:55:39,FALSE,"1461890852217831433","1461890956001562625","990272271020371968","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","travdadon3",0,FALSE,FALSE,NA,NA
"441","@russwest44 what r u doin....",FALSE,0,"russwest44",2021-11-20 02:55:35,FALSE,NA,"1461890942529523716","35982046","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","adinata_14",0,FALSE,FALSE,NA,NA
"442","@Lakers @KingJames @AntDavis23 brought this horror movie name @russwest44, what have you two done.",FALSE,1,"Lakers",2021-11-20 02:55:32,FALSE,"1461885363748700160","1461890928533282816","20346956","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LatoyaJ35856386",0,FALSE,FALSE,NA,NA
"443","@Lakers  please trade @russwest44 .  Make something happen.",FALSE,0,"Lakers",2021-11-20 02:55:29,FALSE,NA,"1461890915077967873","20346956","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CHAI_music4ever",0,FALSE,FALSE,NA,NA
"444","@travdadon3 @russwest44 Lol so glad I ain’t watch that bullshit",FALSE,0,"travdadon3",2021-11-20 02:55:14,FALSE,"1461890351841509376","1461890852217831433","881439285601349632","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mr_talented17",0,FALSE,FALSE,NA,NA
"445","AJ GRIFFIN BREAKOUT GAME https://t.co/BVtvRUX4zl",FALSE,21,NA,2021-11-20 02:54:53,FALSE,NA,"1461890764238168069",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrotherhoodCBB",1,FALSE,FALSE,NA,NA
"446","@russwest44 venmo requesting your bum ass $100 u sold hard",FALSE,0,"russwest44",2021-11-20 02:54:45,FALSE,NA,"1461890731262496771","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","renzikiel_",0,FALSE,FALSE,NA,NA
"447","retire @russwest44",FALSE,1,NA,2021-11-20 02:53:42,FALSE,NA,"1461890467885461507",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tct181",0,FALSE,FALSE,NA,NA
"448","@russwest44 https://t.co/b4moV87tVX",FALSE,0,"russwest44",2021-11-20 02:53:29,FALSE,NA,"1461890410767396872","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iAStark_",0,FALSE,FALSE,NA,NA
"449","Trade @russwest44",FALSE,1,NA,2021-11-20 02:53:27,FALSE,NA,"1461890404547186693",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","XRPgains",0,FALSE,FALSE,NA,NA
"450","@russwest44 https://t.co/QDcTyrnGRK",FALSE,0,"russwest44",2021-11-20 02:53:27,FALSE,NA,"1461890403469303809","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","King_Aarooo",0,FALSE,FALSE,NA,NA
"451","@russwest44 champion in life huh 🤦🏾‍♂️ you killin me man https://t.co/7gk65MGeIP",FALSE,1,"russwest44",2021-11-20 02:53:15,FALSE,NA,"1461890351841509376","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","travdadon3",0,FALSE,FALSE,NA,NA
"452","Bro @Lakers play so SOFT!! @AntDavis23 doesn’t even attack the rim and takes jumpers he bricks.. &amp; @russwest44 bric… https://t.co/AFG0rmmLyk",FALSE,0,NA,2021-11-20 02:53:07,TRUE,NA,"1461890321512493060",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jermswrld",0,FALSE,FALSE,NA,NA
"453","@russwest44 bro you need to better .. lakers won’t win with how u play!!",FALSE,0,"russwest44",2021-11-20 02:53:05,FALSE,NA,"1461890311995596806","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AbdulYul",0,FALSE,FALSE,NA,NA
"454","Alright...I was wrong  @russwest44 really doesn’t loook the same @JeanieBuss @MagicJohnson",FALSE,0,NA,2021-11-20 02:52:30,FALSE,NA,"1461890164003782656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jsibsss",0,FALSE,FALSE,NA,NA
"455","@russwest44 you ass cheeks",FALSE,0,"russwest44",2021-11-20 02:52:27,FALSE,NA,"1461890152482021377","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Finn_2400",0,FALSE,FALSE,NA,NA
"456","@russwest44 = 👨🏿‍🍼",FALSE,0,"russwest44",2021-11-20 02:52:09,FALSE,NA,"1461890078024691714","35982046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itson10000",0,FALSE,FALSE,NA,NA
"457","Go home @russwest44",FALSE,2,NA,2021-11-20 02:52:06,FALSE,NA,"1461890063441305606",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","berksonmezgul7",0,FALSE,FALSE,NA,NA
"458","@russwest44 you might be the worst player in the nba this year",FALSE,1,"russwest44",2021-11-20 02:51:39,FALSE,NA,"1461889950786457602","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kobe_porche",0,FALSE,FALSE,NA,NA
"459","get off my fucking team holy fuck u are useless. u get 30% usage and struggle to score 20 points while u get 7 turn… https://t.co/lES7rqfGFZ",FALSE,3,NA,2021-11-20 02:51:38,TRUE,NA,"1461889948253106177",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mets2Hell",1,FALSE,FALSE,NA,NA
"460","Trade @russwest44",FALSE,0,NA,2021-11-20 02:51:34,FALSE,NA,"1461889931354120195",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SharakaSammi123",0,FALSE,FALSE,NA,NA
"461","@kirkgoldsberry @StephenCurry30 @DeMar_DeRozan @CP3 @Yg_Trece @raf_tyler @GraysonJAllen @russwest44 @espn look at curry man so inspirational",FALSE,0,"kirkgoldsberry",2021-11-20 02:51:32,FALSE,"1461739922747015179","1461889919979188227","50756605","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","YSRNUCU",0,FALSE,FALSE,NA,NA
"462","@KellyAnfernee16 @russwest44 https://t.co/v5ytfVmrIN",FALSE,0,"KellyAnfernee16",2021-11-20 02:51:22,FALSE,"1461889661920493570","1461889878153740292","2271512623","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_swish20",0,FALSE,FALSE,NA,NA
"463","YOU FUCKIN STINK @russwest44",FALSE,2,NA,2021-11-20 02:51:15,FALSE,NA,"1461889851553316866",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lakersxjay",0,FALSE,FALSE,NA,NA
"464","@russwest44 is trash!!! Trade him immediately @KingJames @JeanieBuss @Lakers",FALSE,0,"russwest44",2021-11-20 02:51:05,FALSE,NA,"1461889806103838723","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Vanillatime619",0,FALSE,FALSE,NA,NA
